Code;Repetition;Time;Bugs
pdftotext;1;0;0
pdftotext;2;0;0
pdftotext;3;0;0
pdftotext;4;0;0
pdftotext;5;0;0
pdftotext;6;0;0
pdftotext;7;0;0
pdftotext;8;0;0
pdftotext;9;0;0
pdftotext;10;0;0
pdftotext;11;0;0
pdftotext;12;0;0
pdftotext;13;0;0
pdftotext;14;0;0
pdftotext;15;0;0
